District,Crime,Timestamp,Latitude,Longitude
EAST,398/34 IPC 1860,11-02-2019 18:38,28.63999939,77.29000092
NORTH,379/356/411/34 IPC 1860,11-02-2019 00:00,28.6763134,77.22497559
NORTH,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 00:00,28.68885,77.19327
NORTH,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 00:00,28.68885,77.19327
NORTH EAST,323/341/506/34 IPC 1860,11-02-2019 10:00,28.6935997,77.30729675
NORTH EAST,323/341/506/34 IPC 1860,11-02-2019 10:00,28.68344,77.26961
NORTH EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",10-02-2019 23:50,28.69586,77.27013
NORTH EAST,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 18:30,27.03149986,79.92127991
NORTH WEST,307 IPC 1860,11-02-2019 10:00,28.69639969,77.12709808
NORTH WEST,"12 DELHI PUBLIC GAMBLING ACT, 1955",10-02-2019 23:42,28.72687,77.16421
NORTH WEST,"12 DELHI PUBLIC GAMBLING ACT, 1955",10-02-2019 23:42,28.72508,77.16521
NORTH WEST,328/376/506 IPC 1860,11-02-2019 15:27,28.39246941,77.3127594
NORTH WEST,323/341/506/34 IPC 1860,11-02-2019 15:00,28.74083,77.16318
OUTER NORTH,"307/34 IPC 1860 25/27 ARMS ACT, 1959",10-02-2019 23:40,28.6763134,77.22497559
OUTER NORTH,"307/34 IPC 1860 25/27 ARMS ACT, 1959",10-02-2019 23:40,28.6763134,77.22497559
ROHINI,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 20:29,28.6763134,77.22497559
ROHINI,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 20:29,28.68268,77.02295
SHAHDARA,"336 IPC 1860 27/54/59/25 ARMS ACT, 1959",11-02-2019 00:20,28.6244,77.28462
SHAHDARA,452/354/506/34 IPC 1860,11-02-2019 19:07,28.69219,77.29747
SHAHDARA,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 19:39,28.70664,77.26717
SHAHDARA,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 19:39,28.67815971,77.40860748
SHAHDARA,"41(1)(c) CODE OF CRIMINAL PROCEDURE, 1973",11-02-2019 17:45,28.75836945,77.28392792
SOUTH,188 IPC 1860,11-02-2019 14:21,28.51502,77.17847
SOUTH,"33 DELHI EXCISE ACT, 2010",10-02-2019 23:30,28.72457,77.21669
SOUTH,323/341/506/34 IPC 1860,11-02-2019 14:21,28.52339,77.17729
SOUTH WEST,"27/61/85 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",10-02-2019 23:56,28.71743,77.05585
SOUTH WEST,"27/61/85 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",11-02-2019 02:13,28.57586,77.20205
SOUTH WEST,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 06:00,28.62499,77.28369
SOUTH WEST,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 06:00,30.93539,75.87528
SOUTH WEST,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 21:46,28.60955048,77.13967133
SOUTH- EAST,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 18:00,28.56375,77.2174
WEST,283/290 IPC 1860,11-02-2019 22:00,28.63468,77.1107
WEST,279/427/506 IPC 1860,11-02-2019 21:00,28.62782,77.28319
WEST,279/337 IPC 1860,11-02-2019 21:00,28.6304,77.30285
WEST,"40(a) DELHI EXCISE ACT, 2009",11-02-2019 12:08,28.64797,77.13647
CENTRAL,283/290 IPC 1860,08-02-2019 18:35,28.71543,77.27835
DWARKA,366 IPC 1060 6 THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT. 2012,08-02-2019 18:30,28.92214012,77.63706207
DWARKA,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 23:51,28.58995056,77.04006958
DWARKA,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",08-02-2019 23:51,28.6428,76.95819
DWARKA,40(a) DELHI EXCISE ACT. 2009,08-02-2019 20:16,28.58995056,77.04006958
EAST,420/406/120B/34 IPC 1860,08-02-2019 15:00,28.55322075,77.33750153
EAST,279/337 IPC 1860,08-02-2019 15:00,28.63999939,77.29000092
EAST,323/341/506/54 IPC 1860,08-02-2019 10:34,28.61467,77.28914
EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",08-02-2019 20:00,28.62547,77.31622
NORTH EAST,188 IPC 1860,09-02-2019 13:26,28.70271,77.31454
NORTH EAST,363/406/34 IPC 1860,08-02-2019 17:00,28.67278,77.25587
NORTH EAST,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",08-02-2019 19:00,28.6935997,77.30729675
NORTH EAST,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 19:00,28.6935997,77.30729675
NORTH EAST,188 IPC 1860,08-02-2019 20:45,28.6935997,77.30729675
NORTH EAST,188 IPC 1860,08-02-2019 22:45,28.70125,77.30618
NORTH EAST,"40(a) DELHI EXCISE ACT, 2009",08-02-2019 21:19,28.6935997,77.30729675
NORTH EAST,107/151 CODE OF CRIMINAL PROCEDURE. 1973,09-02-2019 10:35,28.6935997,77.30729675
NORTH WEST,356/379/34 IPC 1860,08-02-2019 20:00,28.73902,77.16691
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 21:00,28.7083,77.1778
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 23:00,28.6763134,77.22497559
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 23:00,28.6763134,77.22497559
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 23:00,28.76387,77.20435
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 23:00,28.7443,77.20035
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 23:00,28.76584,77.20614
NORTH WEST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 21:00,28.7083,77.1778
NORTH WEST,"40(a) DELHI EXCISE ACT, 2009",08-02-2019 23:00,28.6763134,77.22497559
OUTER DISTRICT,188/34 IPC 1860,08-02-2019 20:03,28.69156,77.09257
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,09-02-2019 11:01,28.68956,77.09648
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,09-02-2019 13:19,28.6341095,77.21691132
OUTER DISTRICT,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",08-02-2019 23:46,28.6341095,77.21691132
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 23:40,28.6341095,77.21691132
OUTER DISTRICT,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",08-02-2019 23:45,28.6341095,77.21691132
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 20:20,28.65291,77.0412
OUTER DISTRICT,33/30 DELHI EXCISE ACT. 2009,09-02-2019 00:29,28.6341095,77.21691132
OUTER DISTRICT,"33 DELHI EXCISE ACT, 2010",09-02-2019 13:18,28.68413,77.09549
OUTER DISTRICT,33/38 DELHI EXCISE ACT. 2009,09-02-2019 02:26,28.6982,77.07197
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAM8LING ACT. 1955,09-02-2019 11:00,28.68956,77.09648
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 23:44,28.6341095,77.21691132
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 21:00,28.65291,77.0412
OUTER DISTRICT,188/34 IPC 1860,08-02-2019 20:01,28.68741,77.09609
OUTER DISTRICT,12/9/55 DELHI PUBLIC GAMBLING ACT. 1955,08-02-2019 20:19,28.6341095,77.21691132
OUTER DISTRICT,40(a) DELHI EXCISE ACT. 2009,08-02-2019 23:00,28.6341095,77.21691132
OUTER DISTRICT,40(a) DELHI EXCISE ACT. 2009,09-02-2019 23:30,28.6341095,77.21691132
OUTER NORTH,25/54/59 ARMS ACT. 1959,08-02-2019 23:45,28.6763134,77.22497559
OUTER NORTH,40(a) DELHI EXCISE ACT. 2009,08-02-2019 21:59,28.69486,77.18916
OUTER NORTH,"40(a) DELHI EXCISE ACT, 2009",08-02-2019 21:50,28.6763134,77.22497559
ROHINI,387/506 IPC 1860,08-02-2019 21:11,28.87690926,76.91194916
ROHINI,6 THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT. 2012,08-02-2019 23:50,28.7055,77.28181
ROHINI,302 IPC 1860 174A IPC 1860,08-02-2019 21:30,28.70015,77.0457
SHAHDAR A,33 DELHI EXCISE ACT. 2009,08-02-2019 22:27,28.68959045,77.27802277
SHAHDAR A,383 IPC 1860,08-02-2019 21:42,28.35027313,78.00294495
SHAHDAR A,40(a) DELHI EXCISE ACT. 2009,08-02-2019 17:10,28.67815971,77.40860748
SHAHDARA,40(a) DELHI EXCISE ACT. 2009,08-02-2019 16:50,28.69693,77.42115
SHAHDARA,103 DELHI POLICE ACT 1970,09-02-2019 00:40,29.47028923,77.7075882
SOUTH,379/411 IPC 1860,08-02-2019 16:20,28.7064,77.28261
SOUTH,380 IPC1860,09-02-2019 02:19,28.55489922,77.19190216
SOUTH,107/151 CODE OF CRIMINAL PROCEDURE. 1973,09-02-2019 00:00,28.5335,77.19934
SOUTH WEST,283  IPC 1860,08-02-2019 21:35,28.64872,77.17934
SOUTH WEST,28/112 DELHI POLICE ACT 1978,08-02-2019 18:00,28.60955048,77.13967133
SOUTH- EAST,174A PC 1860,08-02-2019 16:52,22.71622086,75.86511993
SOUTH- EAST,354(A)/354(B)/323/506 IPC 1860,08-02-2019 22:00,28.53262,77.25347
SOUTH- EAST,354/354(A)/354(D)/506 IPC 1860,08-02-2019 05:00,28.72583771,77.14941406
SOUTH- EAST,40(a) DELHI EXCISE ACT. 2009,08-02-2019 21:20,28.63999939,77.29000092
WEST,457/380/34 IPC 1860,08-02-2019 22:04,28.69639969,77.12709808
